Name,Price,Description,
Placa triple /interruptor/tomacorriente SICA,39,,2024/10/15
Placa TV,29,,2024/12/30
Placas  tomacorrientes de 2 tomas,32,,2023/09/29
Placas dobles,26,,2023/04/25
"Placas interruptor de 2 tomas, Color café",35,,2023/09/29
"Placas interruptor de 3 tomas, Color café",35,,2023/09/29
Placas tomacorrientes de 3 tomas marca MR Three,35,,2023/09/29
Placas triples,35,,2023/04/25
PLAFON LED DE 24 WTTS X 220 VOLT L/B SOBRE PUESTO,85,,2025/11/28
Plafón de SPUTNIK 6 focos,780,,2026/04/25
Poliductos,12,Cableductos 20*10 de 2 metros,2022/11/23
Pomada para soldar,23,,2024/06/18
Porta silicona de metal,45,,2026/03/24
Poxipol,15,,2023/11/01
Precinto 30cm (bolsa 100U),38,,2026/03/25
Precinto plástico 100mx2.5 (bolsa 100u),16,,2023/03/15
Prenss (TIPO F) de 60 cm metálico para carpintería KAMASA,,,2025/07/10
"Puente peine monopolar p/12 polos 22 cm, 1x12",90,,2026/02/06
Puerta de vidrio templado 0.90 x 2.10 metros espesor 12mm,1500,,2023/04/11
Pula Duracell AA,9.5,,2025/02/20
Pula Duracell AAA,10,,2025/02/20
Pulsador de timbre sobrepuesto,15,,2023/01/12
Rack completo 1 via medida 15x5,65,,2023/10/03
Rack Tipo Carrete de 1 via con aisladores tipo carrete,55,,2024/02/01
Ramplu #6,0.12,,2023/05/12
Ramplu #6 (bolsa 100U),120,,2025/03/09
Ramplu #8,0.3,,2024/06/20
Ramplu 6 (500 U),110,,2026/05/18
Ramplu N°6 (100U),30,,2026/02/03
Ramplu N°6 (100U),25,,2026/03/25
Ramplu N°8(100U),35,,2026/03/25
Ramplu tsrugo mariposa Fischer (caja 25pzas),45,,2024/07/25
Reactancia de 20W 220V Marca ELT (España),20,,2023/04/24
Reactancia de 20W Philips/ELT,35,,2024/08/21
Reactancia de 40W 220V marca ELT (España),22,,2023/04/24
Reactancia para PL 26W ELT o wu equivalente,30,,2023/09/20
Reactancia para tubo fluorescente de 40W,23,,2023/05/19
Reactancia pra PL 26W ELT o su equivalente,30,,2023/05/10
Refelctor led 150W,250,,2023/03/15
Reflector con halógeno de 500W,82,,2023/10/26
Reflector de 200W,450,,2023/10/03
Reflector de 500W,80,Reflector halógeno de 500W/ negro/ con halógeno Philips,2022/10/19
Reflector industrial LED de 200W c/ojos,480,,2023/12/07
Reflector LED,300,,2025/09/04
Reflector LED 100W 220V,390,,2025/09/18
Reflector LED 150W IP66,350,,2024/11/26
Reflector LED 150W IP66 28*34CM,350,,2025/07/23
Reflector LED 200W,450,Reflector LED 200W luz blanco 6500K 220V,2022/10/18
Reflector LED 200W,450,Reflector LED 200W luz blanca 6500K,2022/10/18
Reflector LED 200W,450,,2025/08/21
Reflector LED 200W,750,,2025/09/09
Reflector LED 200W,420,,2026/05/12
Reflector LED 200W IP66 luz blanca 220V,480,,2025/09/23
"Reflector LED 200W IP66, AC220, 50/60Hz, Booniga",280,,2024/01/31
REFLECTOR LED 200W LED,280,,2024/12/06
Reflector LED 200W luz blanca 160-265V IP65/66,450,,2026/03/09
"Reflector LED 200W plano, IP66, AC220, 50/60Hz, Booniga",280,,2024/02/01
"Reflector LED 200W plomo, semi industrial, IP66 para interperie, AC220, 50/60Hz, Luz Blanca 6500K",320,,2024/02/06
Reflector LED 30 W,150,,2024/10/08
Reflector LED 30 w,95,,2026/05/08
Reflector LED 300W,680,,2023/06/30
Reflector LED 300W,520,,2025/05/29
Reflector LED 300W,850,,2025/10/21
Reflector LED 300W con ojos,890,,2026/03/30
Reflector LED 300W Industrial Luz blanca,1600,,2025/07/31
Reflector LED 30W luz blanca,95,,2025/04/08
Reflector LED 30W marca BOONIGA,95,,2024/03/25
Reflector LED 400W,600,,2022/11/21
Reflector LED 40W luz blanca,160,,2026/03/09
Reflector LED 50 w,140,,2026/05/08
"Reflector LED 500W industrial de ojos, luz Blanca 6500K, 180-265V, angulo 180°, Grado de protección IP65, maeca BOONIGA",820,,2024/02/16
Reflector LED 50W,115,,2023/01/12
Reflector LED 50w,115,,2024/01/10
Reflector LED 50W,180,,2024/10/08
Reflector LED 50W,150,,2025/03/27
Reflector LED 50W con sensor de movimiento,220,,2026/03/16
Reflector LED 50W CUBULL,180,,2026/03/13
Reflector LED 50W luz cálida,250,,2025/08/25
Reflector LED 50W marca GLAND,120,,2024/03/25
Reflector LED 600w,1850,,2022/11/29
Reflector LED 600W (de 12 ojos),1650,,2026/03/30
Reflector LED con panel solar 100W,420,,2026/04/15
Reflector LED con panel solar 150W,550,,2025/06/10
Reflector LED con panel solar 300W,580,,2026/04/15
"Reflector LED con sensor de movimiento, protección IP66 para interperie/exterior",220,,2025/01/25
Reflector LED de 100 WATT,250,,2024/11/14
Reflector LED de 100W,220,,2022/12/14
Reflector LED de 100W,240,,2024/08/14
Reflector LED de 100W 220V Marca Booniga (PRC),195,,2023/04/24
"Reflector LED de 100W luz blanca, 220V , para exterior",210,,2024/07/10
"Reflector LED de 100W, luz blanca",150,,2024/06/20
Reflector LED de 200W,270,,2024/07/23
"Reflector LED de 200W, luz blanca",230,,2024/06/20
"Reflector LED de 200W, luz blanca 6500K, AC180-265V, IP65, BOONIGA",530,,2024/01/31
Reflector LED de 300W de ojos IP66,480,,2024/07/08
Reflector LED de 400W  plano,450,,2023/09/29
Reflector LED de 400W reforzado c/ojos,850,,2023/09/29
Reflector LED de 50W,150,,2025/04/08
Reflector LED de 50W,195,,2025/06/26
Reflector LED de 50W IP67,150,,2024/07/24
"Reflector LED de 50W, luz blanca",100,,2024/06/20
"Reflector LED de 600W, luz blanca, para exterior",1950,,2025/07/10
"Reflector LED de 810W, luz blanca, para exterior",1150,,2025/07/10
Reflector LED grande,950,Marca Led X o similar,2023/05/15
Reflector LED IP 66 Luz blanca 150W,380,,2025/09/23
Reflector LED luz blanca 300W 220V,1100,,2025/09/08
Reflector LED luz blanca 400W 220V,1660,,2025/09/08
Reflector LED portatil con panel solar mediano,170,,2024/12/09
Reflector LED portatil con panel solar mediano,170,,2024/12/26
Reflector LED portatil con panel solar pequeño,140,,2024/12/09
Reflector LED portatil con panel solar pequeño,140,,2024/12/26
"Reflector Led RGB de 50W, IP 66, 4500lm, 50,000h de vida, Autovolt AC85-265V",220,,2023/08/09
Reflector LED semi industrial de 400W con ojos,650,,2023/09/29
Reflector mediano,580,"De 300W 
Marca LED X o similar",2023/05/15
Reflectores 30W luz cálida,110,,2026/05/08
Reflectores grandes de 50W,115,,2024/05/03
Reflectores LED 50W luz cálida,150,,2024/05/10
Regla metálica 30cm,1,,2023/11/01
Reglector frontal,,,2023/03/15
"Regleta 4 tomacorrientes sobreponer Amperaje: 15A Voltaje: 220V Polo: 2 conexión a tierra, Material dle cuerpo: Termoplástico",85,,2023/05/10
"Regleta 6  salidas nema universal, 2200W",39,,2024/05/28
Regleta bornera en barra 6 pares,18,,2024/03/25
REGLETA CORTA PICOS DE 6 TOMAS                                    Capacidad: 2200W                                           Voltaje: 110V/220V                                     Tipo de entrada: NEMA                                 Tipo de salida: 6 x NEMA Universal Indicador visual: Interruptor de conexión con luz,85,,2023/08/31
REGLETA CORTA PICOS DE 6 TOMAS CON CABLE DE 3 METROS                                    Capacidad: 2200W                                           Voltaje: 110V/220V                                     Tipo de entrada: NEMA                                 Tipo de salida: 6 x NEMA Universal Indicador visual: Interruptor de conexión con luz,85,,2023/08/31
Regleta de 3 tomas 16Amp,25,,2024/08/21
Regleta de 4 puertos,20,,2023/01/12
REGLETA DE 4 PUERTOS DE 16A,20,,2024/07/24
Regleta de 4 tomacorrientes,90,,2025/02/18
Regleta de 4 tomacorrientes,30,,2025/03/14
Regleta de 4 tomacorrientes,95,,2026/01/26
Regleta de 4 tomas,24,,2024/07/18
Regleta de 4 tomas,25,,2025/05/29
Regleta de 4 tomas nema,85,,2026/05/08
Regleta de 4 tomas reforzado,85,,2025/03/14
Regleta de energia 4 entradas,25,,2023/08/29
Regleta de energia eléctrica tipo plano/redondo,20,Regleta electrica para tipo plano/redondo,2022/11/17
Regleta de tres tomas,18,,2024/07/18
Regleta industrial 25Amp ULTRA,110,,2026/03/13
Regleta Shucko de 4 entradas,65,,2024/06/26
Regleta simple 1 puerto modular,22,,2024/05/28
Regleta simple 2 puerto modular,25,,2024/05/28
Regleta tipo plano redondo de 3 tomas,16,,2023/05/12
Regleta toma doble,28,,2025/05/02
Regleta toma doble ultra,15,,2023/03/15
Regleta toma nema triple marca ultra,45,,2022/12/08
Regleta toma triple,110,,2025/05/02
Regleta tomacorriente 3 salidas nema 25A,45,,2023/05/05
Regñeta industrial de 3 tomas 25Amp,75,,2025/03/27
"Remachadora 10"" boquilla intercambiable 1/8-3/16",1,,2023/11/01
Remaches 1/8,1,,2023/11/01
Remaches 3/16,1,,2023/11/01
Remaches bolsa 500U,370,,2024/01/10
Remaches de 3.5 X 19 MM (caja de 1000 unidades),120,,2024/06/20
"Remaches pop de 5mm x 1 1/2"" (340 unidades)",350,,2024/12/09
Repuesto de estilete (caja),1,,2023/11/01
Repuesto para halogeno de 400W Rudium,120,,2023/10/26
Resistencia de ducha simple Lorenzetti,25,,2024/10/08
Resistencia para ducha reforzado lorenzetti,20,,2023/03/15
Resitencia para ducha,28,Resitencia de ducha Lorenzetti,2022/11/17
Riel 2 metros negro,75,,2022/12/29
Riel para Spot de 1.5 metros,55,,2024/07/17
Riel para Spot de 2 metros,60,,2024/07/17
Riel porta teclado metal c/llantitas de 50cm,65,,2026/03/25
Riel porta teclado metal corredizo de 50cm,65,,2026/03/25
Rieles telescopicos para teclado de escritorio,,,2025/07/10
RJ45 CAT6 (CAJA DE 100U),380,,2026/05/18
Rodillo,42,,2023/06/09
Rodillo de Lana,40,,2022/11/11
Rodillo de lana de cordero de 23cm,,,2025/07/10
Rodillos de Esponja,38,,2022/11/11
Rollo (100Mts) Cable Cordón Bipolar N°12 marca Tigre (Bolivia),1200,,2023/04/24
Rollo 305mts cable UTP CAT5E con mensajero,670,,2023/05/12
Rollo alambre #12 cobre puro,1160,,2025/06/10
Rollo Cable # 14 (100mts),320,,2022/12/14
Rollo cable #2*16 cordón doble tigre,450,,2023/02/01
Rollo cable #8 de 7 hilos,1650,,2025/02/25
Rollo cable 7*10,720,,2023/03/15
Rollo cable 7*10 tigre,1300,,2025/03/14
Rollo Cable 7*12,490,,2023/03/15
Rollo cable 7*12 (rollo 100 metros),585,,2024/12/27
Rollo cable 7*14 (rollo 100 metros),385,,2024/12/27
Rollo cable 7x10 Tigre,890,,2024/03/20
Rollo cable alambre N°14 (100 metros) marca Tigre,330,,2023/04/25
Rollo cable bipolar N°10 Tigre,1300,,2023/03/02
Rollo Cable de 7 hilos N° 12 Marca Tigre-Plasmar,435,,2023/05/24
Rollo Cable engomado para exteriores 2.5mm (Eq.#14),790,,2023/02/15
Rollo cable N°12 de 7 hilos (diferentes colores),950,,2026/01/21
Rollo cable N°14 de 7 hilos (diferentes colores),850,,2026/01/21
Rollo cinta aislante 20Y marca 3M,15,,2023/04/25
Rollo cordon No 2x16,650,,2023/11/13
Rollo cordon No 2x18,310,,2023/11/13
Rollo cordón doble No 20,220,,2023/11/13
Rollo cordón doble N°20,280,,2024/06/12
Rollo cordón No 2x14,750,,2023/11/13
"Rollo cordón TL 2*22, AWG",195,,2023/06/09
Rollo de 100 Mt de cable cordón 2x10 AWG cobre TIGRE,3780,,2026/05/20
Rollo de 100mts de cable para exterior engomado 2*1.5mm,695,,2023/05/12
Rollo de cable #12 de 7 hilos,480,,2023/04/11
Rollo de cable alambre #14 (TIGRE),,,2026/04/30
"Rollo de cable electrico 7*12, puro cobre Revais (rollo de 100 metros)",680,,2025/03/14
Rollo de cable eléctrico #12,490,,2022/11/21
Rollos de cinta aislante,14,,2023/09/29
Roseta de superficie cat6 para conector RJ45 (Siemon),35,,2026/05/13
Roseta p/RJ45,15,,2025/03/09
Roseta Simple 1 puerto,19,,2025/04/21
Roseta simple de una entreda RJ45,45,,2022/12/08
Seguro puerta de baño,35,,2023/01/12
Sensor de movimiento 180°,115,,2025/09/02
Sensor de movimiento 360°,165,,2023/02/01
Sensor de movimiento 360°,75,,2024/12/30
Servicio de cambio de bateria de baño,100,,2026/04/09
"Sierra circular 1800W, 5200 RPM, disco de 7/14, marca DEWALT",2300,,2025/04/16
"Sierra circular para madera de 60 dientes de 9""",70,,2024/06/20
Sierra mecánica en hoja,29,,2026/03/09
Sifon plástico para lavamanos,70,,2024/06/03
Sifón para lavamanos,70,,2023/06/09
Silicona blanca en tubo,25,,2023/09/18
Silicona color Blanco,35,,2024/09/02
Silicona en aerosol de brillo para autos 360ml,40,,2024/08/14
Silicona estructural,120,,2024/09/02
Silicona Liquida Transparente y negro (Tubo),55,,2026/03/24
Silicona Pool,135,,2024/06/16
Socalo,6,,2026/05/21
Socalo de PL para 26W,15,,2023/05/10
Socalo para tubo led,4,,2023/03/15
SOCKET DE PORCELANA,12,,2025/11/28
Sockets para foco colgante,6,"Material PVC
Marca Peruana",2023/05/15
Soda cáustica (kilo),47,,2024/06/03
Soquet,10,,2025/06/10
Soquet Baquelita,4.5,,2022/11/19
Soquet cerámico E14 miñón,8,,2023/11/28
Soquet con sensor de movimiento MG,120,,2026/04/25
Soquet de cerámica,6,,2023/10/27
Soquet de colgar de porcelana,8,,2025/03/14
Soquet de colgar negro,5,,2023/03/17
Soquet de foco E27 de porcelana,6,,2023/07/19
Soquet de goma,9,,2024/07/02
Soquet de porcelana,6,Soquet de porcelana,2022/11/17
Soquet de Porcelana,6,,2022/12/14
Soquet de porcelana,8,,2023/11/06
Soquet de porcelana,8,,2024/10/09
Soquet de porcelana,12,,2025/06/16
SOQUET DE PORCELANA,12,,2026/05/04
SOQUET DE PORCELANA E27,,,2026/02/10
Soquet de porcelana para colgar,10,,2024/08/21
Soquet de porcelana para colgar,10,,2025/04/07
Soquet de porcelana para colgar,12,,2026/05/20
Soquet de porcelana para foco,10,,2026/03/13
Soquet de porcelana para foco bombilla,10,,2026/05/08
Soquet Grafito con base,60,,2026/03/09
Soquet para colgar de porcelana,7,,2024/06/26
Soquet plástico E27,10,,2026/05/08
Soquet plástico Plano,6,Soquet plastico plano,2022/11/11
Soquet tipo plano,10,,2024/07/02
Soquet tipo plato,6,,2023/06/07
"Soquet tipo sombrero colonial (tipo plato,)",7,,2023/03/15
Soquets,8,,2023/05/23
Soquets colgante negro,45,,2026/04/25
Soquets con fotocelula ARGO,110,,2026/04/25
Spliter para cable RG6 de una a dos salidas,25,,2023/10/27
Spot completo con foco dicroico de 5W,35,,2023/03/03
Spot completo con foco dicroico LED 7W de tres tiempos,30,,2024/06/12
Spot EMPOTRABLE LED blanco 3T 6W,35,,2026/05/04
Spot LED 10W luz cálida,35,,2024/11/20
Spot LED 7W luz cálida,30,,2024/11/20
Spot LED de riel 20W,80,,2024/07/17
Spot LED de riel 30W,95,,2024/07/17
Spot LED direccional para riel carcasa blanca Luz Cálida 30W,115,,2026/03/24
"Spot LED montable para riel, luz blanca de 30W",95,,2024/03/25
Spot para riel 30W,90,,2025/05/02
Spot para riel LED 20W Negro Luz Calida,85,,2022/12/29
"Ta lero eléctrico 6""",18,,2024/10/08
"Tablero eléctrico 2""",15,,2024/10/08
TALADRO INALÁMBRICO DE 20V BATERIA 2 A 2.0AH CON PERCUTOR (INCCO),1125,,2023/07/20
Tapa ciega plastica rectangular (Bolivia),2,,2023/04/24
Tapa Ciega Rectangular,2,Tapa Ciega Rectangular plástica,2022/10/19
Tapa ciega rectangular,2,,2023/03/15
Tapa Ciega Redonda,2,Tapa ciega redonda plástica,2022/10/19
Tapa de baño plástico semi acolchado,170,,2026/03/25
Tapas acolchadas para inodoros ASTRA,,,2025/07/10
Tarugos de madera #8 (caja 1000U),250,,2025/03/10
Tasa/inodoro con pedestal y lavamanos,490,Tasa/inodoro con pedestal y lavamanos. Industria Boliviana,2022/11/09
Tasa/inodoro con tanque,380,Tasa/inodoro con tanque. Industria Boliviana,2022/11/09
Tasa/inodoro con tanque alto,360,Tasa/inodoro con tanque alto. Industria Nacional.,2022/11/09
Teflon,5,,2024/08/21
Temporizador 16A,240,,2025/02/25
Temporizador analógico 16Amp CAMSCO,490,,2025/09/23
Temporizador analógico CAMSCO,280,,2023/11/22
Temporizador digital 16Amp CAMSCO,380,,2025/09/23
Temporizador Digital CAMSCO,1,,2025/02/06
Temporizador DIGITAL CAMSCO,320,,2026/03/09
Tensadores,9,,2023/05/12
Termico 16A bipolar,55,,2025/02/25
Termico 32A,45,,2023/03/15
Termico 32Amp CAMSCO,60,,2025/02/06
Termico bipolar 10Amp,80,,2025/03/14
Termico bipolar 10Amp,55,,2025/03/14
Termico Bipolar 15Amp,55,,2025/03/14
Termico bipolar 16A,45,,2024/07/22
Termico bipolar 2*40A marca Camsco,50,,2023/10/27
Termico bipolar 2*63A,45,,2023/05/12
Termico bipolar 20A,45,,2024/07/18
Termico bipolar 32A,45,,2024/07/18
Termico bipolar 32A,45,,2024/07/22
Termico bipolar 40A,45,,2024/07/18
Termico bipolar 40A,45,,2024/07/18
Termico bipolar 40A,50,,2024/12/27
Termico bipolar 63A,45,,2024/07/22
Termico bipolar 63A,50,,2024/12/27
Termico bipolar de 100A,140,,2024/07/22
Termico bipolar de 32Amp marca EATON,125,,2023/10/03
Termico Bipolar de 60A,50,,2022/12/08
Termico Bipolar de 63Amp,50,,2024/08/21
Termico monopolar 20A,35,,2026/02/06
Termico monopolar 40A marca Camsco,35,,2023/04/25
Termico trifásico 100A,190,,2024/07/22
TERMICO TRIPOLAR: 3 x 32 AMPERIOS,620,,2026/04/22
Termico unipolar de 20A marca CAMSCO (Japón),35,,2023/04/24
TERMICOS BIPOLARES 32 AMP,50,,2024/12/06
Termicos de 32A,45,,2022/11/21
Termicos de 40A,45,,2022/11/21
Terminal #10 (docena),25,,2025/07/03
Terminal #8 (docena),36,,2025/07/03
Terminal para cable tipo hojal 3/4,1,,2023/11/01
TERMINAL PUNTA TUBULAR PIN PREAISLADO ROJO AWG 10 (Bolsa 100U),,,2026/02/10
Terminal zapatito 25mm,18,,2025/02/25
Terminales / conectore para dicroicos,10,,2026/05/08
Terminales tipo hojal,3.5,,2023/03/30
Terminales tipo punta para cable 4mm2,2.5,,2024/08/02
Termocontraible 16 mm,20,,2023/03/17
Termocontraible 25mm,25,,2023/03/17
Termocontraible 35mm,30,,2023/03/17
Termocontraible 6 mm,10,,2023/03/17
Termocontraible 6mm color negro x metro,10,,2023/03/15
Termomagnetico,45,"Bipolar de 63A
Material PVC
Marca Sica, Camsco o similar",2023/05/15
Termomagnetico Bipolar de 20A,45,,2024/07/02
Termomagnetico bipolar de 30A,45,,2024/07/02
Termomagnetico bipolar de 32A,45,,2024/06/18
Termomagnetico bipolar de 40A,45,,2024/06/18
Termomagnetico bipolar de 63A,45,,2024/06/18
Tester  Multímetro digital Truper,220,,2026/06/02
TESTER (TRUPER),185,,2023/07/20
"Tijera corta lata 10""",1,,2023/11/01
"Timbre inalambrico con pulsador, con volumen regulable y distintos tonos",135,,2023/11/01
TIMBRE INALAMBRICO SIMPLE,,,2026/02/10
Timbre Inalámbrico,65,,2022/11/11
Timbre Inalámbrico simple,120,,2025/05/26
Tiner,30,,2023/06/09
"Tirafondo de 1 1/2"" X 1/4""",1.5,,2024/06/20
Tom tomacorriente regleta de 4 tomas,120,,2024/11/29
Toma corriente clavija shucko 15 Amp,18,,2026/05/13
Toma corriente shucko en L de 15 Amp,20,,2026/05/13
TOMA CORRIENTE TRIPE   Material: PVC o Plastico y Cobre   Voltaje: 220V   Tamaño: Estandar,35,,2023/09/01
Toma doble en placa,28,,2024/12/30
Toma nema doble sobrepuesto,40,,2025/02/25
Toma Schuko doble soprepuesto,40,,2025/09/09
Toma Schuko simple soprepuesto,20,,2025/08/21
Toma Shuko doble sobrepuesta marca STAR,85,,2023/10/03
Tomacorriente,25,"Doble para pared
Material PVC
Marca Osmar",2023/05/15
Tomacorriente 2T 15A Star Nema,35,,2026/01/27
Tomacorriente de 3 salidas,50,"-de 3 salidas
-redondo y plano
-plastico y cobre
-voltaje: 220-240V
-amperaje: 25A",2023/09/08
Tomacorriente de 4 entradas,25,,2023/06/07
Tomacorriente de 4 entradas Nema 15Amp,120,,2025/02/20
Tomacorriente de 4 entradas Nema 15Amp,90,,2026/01/27
Tomacorriente de 4 tomas,25,,2023/10/12
Tomacorriente doble,48,,2025/09/02
Tomacorriente doble,45,,2025/10/13
Tomacorriente doble,45,,2025/11/13
Tomacorriente doble con caja protector,75,,2024/07/04
Tomacorriente doble con tierra,,,2026/02/06
"Tomacorriente doble con tierra tipo Nema color negro, Mr Three",45,,2025/08/04
Tomacorriente doble de 10/15 amp,30,,2023/07/28
Tomacorriente doble de pared,40,,2026/01/26
Tomacorriente doble de primera con base metálica,35,,2024/03/25
Tomacorriente doble en placa,45,,2025/08/22
Tomacorriente doble marca Mr Three,28,,2023/10/05
Tomacorriente doble Mr Three,35,,2024/03/07
Tomacorriente doble nema,35,,2024/08/02
Tomacorriente doble Nema Mr Three,40,,2024/09/10
Tomacorriente doble nema sobrepuesto,35,,2025/09/30
Tomacorriente doble nema sobrepuesto 20Amp Marca Adara,45,,2024/08/14
Tomacorriente doble nema Tramontina Blanco,25,,2022/12/29
Tomacorriente doble nena de sobreponer Ultra,25,,2026/05/20
Tomacorriente doble OSMAR,48,,2026/06/03
Tomacorriente doble para pared,38,,2025/05/29
Tomacorriente doble sobrepuesto,20,,2025/09/24
Tomacorriente doble sobrepuesto c/linea a tierra nema 10Amp,15,,2023/10/27
Tomacorriente doble sobrepuesto de 20A Nema Universal,45,,2024/07/09
Tomacorriente doble tipo Shucko,40,,2025/09/24
Tomacorriente en placa,55,,2024/12/05
Tomacorriente en placa de pared doble,30,,2024/07/18
Tomacorriente en placa doble,45,,2024/12/02
"Tomacorriente en placa doble con tierra, tipo Nema",50,,2025/07/22
Tomacorriente en placa doble de 15Amp,45,,2025/06/16
Tomacorriente en regleta de 4 salidas 15 Amp,35,,2025/04/08
Tomacorriente en regleta de 5 tomas,28,,2024/09/04
TOMACORRIENTE INDUSTRIAL MACHO DE 32AMP,55,,2026/04/22
Tomacorriente mixto (Shucko y tomacorriente) de 16A,75,,2026/04/22
Tomacorriente nema doble,14,,2023/11/13
Tomacorriente Nema en L de 15 Amp,30,,2026/05/13
Tomacorriente regleta de 4 tomas,120,,2024/11/08
Tomacorriente Schuko y nema OSMAR,65,,2025/04/08
Tomacorriente simple en placa,20,,2024/12/30
Tomacorriente simple Mr Three,25,,2024/03/07
Tomacorriente simple sobrepuesto,15,,2025/09/24
Tomacorriente sobrepuesto 16A 3 tomas,14,,2022/12/08
"Tomacorriente sobrepuesto 4 tomas nema, 15 amp",120,,2024/10/18
Tomacorriente sobrepuesto de 4 nemas,150,,2024/09/06
Tomacorriente sobrepuesto doble nema 20Amp,45,,2024/09/06
Tomacorriente sobrepuesto triple nema 25Amp,80,,2024/09/06
TOMACORRIENTE TIPO NEMA 3 TOMAS,,,2026/02/10
Tomacorriente tipo nema doble 250V,45,,2025/05/26
"Tomacorriente tipo nema doble de 10Amp, 250V",15,,2023/05/12
Tomacorriente tipo Nema doble s/puesto,15,,2022/11/23
TOMACORRIENTE TIPO NEMA DOBLE SOBREPUESTO,,,2026/02/10
Tomacorriente tipo Shucko,,,2026/02/06
Tomacorriente triple,50,,2023/05/23
Tomacorriente triple 25Amp,45,,2023/10/26
Tomacorriente triple en regleta de 25Amperios,50,,2024/06/16
Tomacorriente universal doble,37,,2025/03/09
Tomacorrientes dobles,75,,2022/11/21
Tonacorriente sobrepuesto,20,,2023/05/23
"Tornillo 1 1/2"" (bolsa 500U)",160,,2023/01/12
"Tornillo 1"" estrella (bolsa 1000u)",160,,2023/01/12
"Tornillo 2"" estrella (bolsa 500u)",195,,2023/01/12
Tornillo 6 (500U),115,,2026/05/18
"Tornillo bolsa 1/2"" estrella (bolsa 1000u)",110,,2023/01/12
Tornillo c/Plana 1.5 (caja 1000U),198,,2025/03/10
Tornillo de 3.5 X 16 MM ( caja de 1000 unidades),80,,2024/06/20
Tornillo de 3.5 X 25 MM ( caja de 1000 unidades),90,,2024/06/20
"Tornillo de encarne 1"" (400pzas)",90,,2024/08/02
"Tornillo de encarne de 1"" (400 piezas)",120,,2024/12/02
Tornillo de encarne N°5 (100U),25,,2026/03/25
"Tornillo encarne 1 1/2"" (caja 1000U)",260,,2025/03/10
"Tornillo encarne 1"" (caja 1000U)",192,,2025/03/10
Tornillo N°6 (100U),45,,2026/02/03
Tornillo N°6 (100U),45,,2026/03/09
Tornillo y ramplu #6 (1000U),170,,2024/07/18
Tornillo y Ramplu #6 (docena),6,,2024/06/17
Tornillos de encarne D 3.5mm de largo,18,,2026/03/09
Tornillos hexagonales de encarne N°10,1.1,"5/16 x 2""",2023/05/12
Transformador de 8KW,12450,,2025/12/11
Transformador para 25metros,250,,2024/07/23
Transformador para chapa eléctrica,150,,2023/08/04
Transformador para pantalla LED (24W),25,Transformador de pantalla LED 24W,2022/11/07
Tubo corrugado 1 pulgada (rollo 50m),250,,2023/09/18
Tubo Corrugado de 5/8 (metro),4,,2025/03/27
"Tubo de 6"" x6mts",420,,2023/05/12
Tubo fluorescente 20W,25,,2025/05/29
Tubo fluorescente 20W 220V,20,,2023/04/24
Tubo fluorescente de 20W,20,,2022/11/22
Tubo fluorescente de 40W 220V T12 Marca Philips,22,,2023/04/24
Tubo fluorescente negro,45,,2023/07/28
Tubo LED 0.6m 9W,16,,2023/01/12
"Tubo LED 1,2m luz blanca",25,,2026/01/26
Tubo LED 1.20m luz blanca,75,,2025/05/29
Tubo LED 1.20m luz calida,27,,2025/05/29
"Tubo LED 1.2M - T8, Marca LENTELUX - INDUSTRIA BRASIL",19,,2023/08/22
Tubo LED 1.2m 18W,19,,2023/01/12
Tubo LED 1.2m calido,16,,2024/01/10
Tubo LED 1.2M luz blanca transparente,25,,2025/02/18
Tubo LED 1.2M luz calida transparente,30,,2025/02/18
"Tubo LED 1.2Metros, 20W",20,,2023/08/29
Tubo LED 10W,20,,2024/10/08
Tubo LED 10W,22,,2025/06/16
Tubo LED 10W 60cm,18,,2024/08/05
Tubo LED 10W 60cm,18,,2025/02/28
Tubo LED 10W 60cm,22,,2025/08/21
Tubo LED 10W 60cm,20,,2025/09/09
Tubo LED 10W 60cm luz blanca,16,,2024/07/18
Tubo LED 120cm,27,,2025/04/08
Tubo LED 120cm,25,,2026/05/08
TUBO LED 120CM (CAJA 30U),750,,2026/02/26
Tubo LED 120cm (caja de 30 pzas),750,,2025/11/13
Tubo LED 120cm 20W Marca Mr Three,30,,2025/09/24
Tubo LED 120cm 30W,28,,2026/05/21
Tubo LED 120cm luz blanca,28,,2025/08/25
Tubo LED 18W,30,,2025/06/10
Tubo LED 18W 120cm,20,Tubo LED 18W 120cm T8,2022/10/19
Tubo LED 18W 120cm,20,,2023/10/03
Tubo LED 20 W,25,,2024/10/08
Tubo LED 20W,22,,2024/08/05
Tubo LED 20W,25,,2024/08/29
Tubo LED 20W,25,,2024/12/02
Tubo LED 20W,22,,2025/03/14
Tubo LED 20W,25,,2026/02/06
Tubo LED 20W 120cm,28,,2025/08/21
Tubo LED 20W 120cm,25,,2025/09/09
Tubo LED 20W 120cm luz blanca,25,,2024/08/21
Tubo LED 20W 220 - 120cm,20,,2023/06/09
Tubo LED 20W EVERLEO luz blanca,25,,2026/03/09
Tubo LED 20W luz blanca,19,,2024/07/18
Tubo LED 20w vidrio transparente,25,,2024/11/25
Tubo LED 20W vidrio transparente 6500K,25,,2025/02/20
"Tubo LED 20W, T8, 6500K luz blanca, 220V (caja de 30 unidades)",600,,2024/05/28
Tubo LED 24W T8 120cm blanco transparente,35,,2025/03/27
